state,Year,Quater,categories,type,count,amount
delhi,2018,Q4,Recharge & bill payments,TOTAL,7483633,3961160542.570066
delhi,2018,Q4,Financial Services,TOTAL,265004,58162003.43614492
delhi,2018,Q4,Others,TOTAL,1506866,575852739.0031943
delhi,2019,Q1,Peer-to-peer payments,TOTAL,20216287,48250023720.99173
delhi,2019,Q1,Merchant payments,TOTAL,13875931,3996618719.79948
delhi,2019,Q1,Recharge & bill payments,TOTAL,10744978,5521320539.356212
delhi,2019,Q1,Financial Services,TOTAL,223095,30997039.697555836
delhi,2019,Q1,Others,TOTAL,1947036,670171769.6522964
delhi,2019,Q2,Merchant payments,TOTAL,20891431,6816878922.844399
delhi,2019,Q2,Peer-to-peer payments,TOTAL,20570311,65953571241.26435
delhi,2019,Q2,Recharge & bill payments,TOTAL,12869453,8035701902.391765
delhi,2019,Q2,Financial Services,TOTAL,137774,33985068.68378611
delhi,2019,Q2,Others,TOTAL,2702543,866678928.4439986
delhi,2019,Q3,Merchant payments,TOTAL,29453368,9857221391.94036
delhi,2019,Q3,Peer-to-peer payments,TOTAL,25201978,81904443496.29778
delhi,2019,Q3,Recharge & bill payments,TOTAL,11133404,10406524192.884487
delhi,2019,Q3,Financial Services,TOTAL,92061,27952186.986432005
delhi,2019,Q3,Others,TOTAL,3657065,1000670778.347806
delhi,2019,Q4,Peer-to-peer payments,TOTAL,33040093,105858524152.38445
delhi,2019,Q4,Merchant payments,TOTAL,32537378,12864577363.070576
delhi,2019,Q4,Recharge & bill payments,TOTAL,11609898,9500486080.98845
delhi,2019,Q4,Financial Services,TOTAL,57063,21512527.973989222
delhi,2019,Q4,Others,TOTAL,3500565,779367300.4732571
delhi,2020,Q1,Merchant payments,TOTAL,33951545,14470782771.054684
delhi,2020,Q1,Peer-to-peer payments,TOTAL,32410795,108987600006.3667
delhi,2020,Q1,Recharge & bill payments,TOTAL,12822919,9498791147.929192
delhi,2020,Q1,Financial Services,TOTAL,46529,39908838.24852887
delhi,2020,Q1,Others,TOTAL,2515816,619460878.9909673
delhi,2020,Q2,Peer-to-peer payments,TOTAL,27155938,86227124454.10175
delhi,2020,Q2,Merchant payments,TOTAL,24963931,12708327043.868336
delhi,2020,Q2,Recharge & bill payments,TOTAL,13568505,8699886044.040596
delhi,2020,Q2,Financial Services,TOTAL,64790,75405868.16164647
delhi,2020,Q2,Others,TOTAL,288854,162694793.15869594
delhi,2020,Q3,Peer-to-peer payments,TOTAL,41498638,140074023548.15637
delhi,2020,Q3,Merchant payments,TOTAL,40973792,21858176583.0589
delhi,2020,Q3,Recharge & bill payments,TOTAL,13448341,12883226305.336546
delhi,2020,Q3,Financial Services,TOTAL,85689,114341865.2645722
delhi,2020,Q3,Others,TOTAL,485401,234194502.8442282
delhi,2020,Q4,Merchant payments,TOTAL,54581166,31106554562.7951
delhi,2020,Q4,Peer-to-peer payments,TOTAL,49631928,171546055992.1488
delhi,2020,Q4,Recharge & bill payments,TOTAL,14862946,12921793576.576857
delhi,2020,Q4,Financial Services,TOTAL,114862,160007919.76894268
delhi,2020,Q4,Others,TOTAL,1349515,530676173.2537967
delhi,2021,Q1,Merchant payments,TOTAL,72615587,39861532639.01234
delhi,2021,Q1,Peer-to-peer payments,TOTAL,61957428,210823551741.40936
delhi,2021,Q1,Recharge & bill payments,TOTAL,21164274,15447408658.778738
delhi,2021,Q1,Financial Services,TOTAL,153039,203106852.42387852
delhi,2021,Q1,Others,TOTAL,1468676,592745151.8683048
delhi,2021,Q2,Merchant payments,TOTAL,75620295,42933366743.23575
delhi,2021,Q2,Peer-to-peer payments,TOTAL,68497718,223034955527.7532
delhi,2021,Q2,Recharge & bill payments,TOTAL,25026678,15310096462.746449
delhi,2021,Q2,Financial Services,TOTAL,158170,190019761.497414
delhi,2021,Q2,Others,TOTAL,854403,472659189.30861247
delhi,2021,Q3,Merchant payments,TOTAL,115250887,64006915630.53262
delhi,2021,Q3,Peer-to-peer payments,TOTAL,93292876,298005532606.47
delhi,2021,Q3,Recharge & bill payments,TOTAL,28427032,20934734871.90896
delhi,2021,Q3,Financial Services,TOTAL,144460,220660990.2206633
delhi,2021,Q3,Others,TOTAL,1645353,690472449.1489255
delhi,2021,Q4,Merchant payments,TOTAL,149204611,88990516304.07437
delhi,2021,Q4,Peer-to-peer payments,TOTAL,112380292,376556972334.1598
delhi,2021,Q4,Recharge & bill payments,TOTAL,30127352,22290161823.24864
delhi,2021,Q4,Financial Services,TOTAL,199280,287950130.24921745
delhi,2021,Q4,Others,TOTAL,771824,569713470.6592032
delhi,2022,Q1,Merchant payments,TOTAL,174454937,98212381475.5724
delhi,2022,Q1,Peer-to-peer payments,TOTAL,125111881,415305045689.3095
delhi,2022,Q1,Recharge & bill payments,TOTAL,29435981,22482865572.904938
delhi,2022,Q1,Financial Services,TOTAL,195184,271039329.10874933
delhi,2022,Q1,Others,TOTAL,1801878,693588769.393249
delhi,2022,Q2,Merchant payments,TOTAL,233412802,121657706565.01256
delhi,2022,Q2,Peer-to-peer payments,TOTAL,143447534,480685895058.7076
delhi,2022,Q2,Recharge & bill payments,TOTAL,32971294,26876059610.02212
delhi,2022,Q2,Financial Services,TOTAL,160827,209425798.8201317
delhi,2022,Q2,Others,TOTAL,641727,426563425.6544647
delhi,2022,Q3,Merchant payments,TOTAL,276635347,134292748569.06271
delhi,2022,Q3,Peer-to-peer payments,TOTAL,160580425,509428627035.3385
delhi,2022,Q3,Recharge & bill payments,TOTAL,37572389,33177115465.46472
delhi,2022,Q3,Financial Services,TOTAL,195218,265479580.4156591
delhi,2022,Q3,Others,TOTAL,608782,448676465.8346823
delhi,2022,Q4,Merchant payments,TOTAL,305621913,153114813286.24423
delhi,2022,Q4,Peer-to-peer payments,TOTAL,171970100,559069397370.8649
delhi,2022,Q4,Recharge & bill payments,TOTAL,36775874,31954251758.09231
delhi,2022,Q4,Financial Services,TOTAL,228639,299454652.77800566
delhi,2022,Q4,Others,TOTAL,606931,477098950.5964618
delhi,2023,Q1,Merchant payments,TOTAL,246682850,116053064134.0
delhi,2023,Q1,Peer-to-peer payments,TOTAL,135403837,460727324748.0
delhi,2023,Q1,Recharge & bill payments,TOTAL,26976608,33945163887.0
delhi,2023,Q1,Financial Services,TOTAL,206979,275072622.0
delhi,2023,Q1,Others,TOTAL,482829,402484189.0
delhi,2023,Q2,Merchant payments,TOTAL,300493650,126927948779.0
delhi,2023,Q2,Peer-to-peer payments,TOTAL,151909146,498879007930.0
delhi,2023,Q2,Recharge & bill payments,TOTAL,29059235,35251178665.0
delhi,2023,Q2,Financial Services,TOTAL,219538,302441499.0
delhi,2023,Q2,Others,TOTAL,457429,367938784.0
goa,2018,Q1,Recharge & bill payments,TOTAL,85991,18273814.16270872
goa,2018,Q1,Peer-to-peer payments,TOTAL,59651,268175048.06992975
goa,2018,Q1,Merchant payments,TOTAL,7880,11036031.735657964
goa,2018,Q1,Financial Services,TOTAL,1191,520105.642400422
goa,2018,Q1,Others,TOTAL,6184,5851742.732386975
goa,2018,Q2,Recharge & bill payments,TOTAL,120943,30994284.17044104
goa,2018,Q2,Peer-to-peer payments,TOTAL,87878,419492232.52410376
goa,2018,Q2,Merchant payments,TOTAL,12456,20162855.70611957
goa,2018,Q2,Financial Services,TOTAL,1903,733429.427283199
goa,2018,Q2,Others,TOTAL,6395,7221023.530667527
goa,2018,Q3,Recharge & bill payments,TOTAL,158797,40314972.94208837
goa,2018,Q3,Peer-to-peer payments,TOTAL,150297,639468418.1317002
goa,2018,Q3,Merchant payments,TOTAL,21587,26634198.17885101
goa,2018,Q3,Financial Services,TOTAL,1867,468171.3648398488
goa,2018,Q3,Others,TOTAL,6963,6281208.620754639
goa,2018,Q4,Peer-to-peer payments,TOTAL,246426,1021902315.4426756
goa,2018,Q4,Recharge & bill payments,TOTAL,212122,54832855.89468471
goa,2018,Q4,Merchant payments,TOTAL,45586,66666113.92145965
goa,2018,Q4,Financial Services,TOTAL,2523,723599.2328183289
goa,2018,Q4,Others,TOTAL,8098,8880194.430766659
goa,2019,Q1,Peer-to-peer payments,TOTAL,378848,1310759847.8146646
goa,2019,Q1,Recharge & bill payments,TOTAL,275277,78212835.0406034
goa,2019,Q1,Merchant payments,TOTAL,74527,75946974.41483101
goa,2019,Q1,Financial Services,TOTAL,2013,499592.0966860995
goa,2019,Q1,Others,TOTAL,8147,9904147.90979165
goa,2019,Q2,Peer-to-peer payments,TOTAL,373759,1391933790.7547765
goa,2019,Q2,Recharge & bill payments,TOTAL,278060,93218689.41694948
goa,2019,Q2,Merchant payments,TOTAL,104592,92873008.6474504
goa,2019,Q2,Financial Services,TOTAL,1211,515859.8076807977
goa,2019,Q2,Others,TOTAL,10819,13325754.760758923
goa,2019,Q3,Peer-to-peer payments,TOTAL,475178,1704668027.0159788
goa,2019,Q3,Recharge & bill payments,TOTAL,453806,157952854.9501171
goa,2019,Q3,Merchant payments,TOTAL,150578,123948570.56857497
goa,2019,Q3,Financial Services,TOTAL,1510,1282344.8444824044
goa,2019,Q3,Others,TOTAL,11344,12515394.117688328
goa,2019,Q4,Peer-to-peer payments,TOTAL,698728,2484453030.31845
goa,2019,Q4,Recharge & bill payments,TOTAL,552421,205602115.14625147
goa,2019,Q4,Merchant payments,TOTAL,250893,218404664.8638511
goa,2019,Q4,Financial Services,TOTAL,1497,649712.8451498008
goa,2019,Q4,Others,TOTAL,11733,14350825.325765315
goa,2020,Q1,Peer-to-peer payments,TOTAL,817198,2851686768.653684
goa,2020,Q1,Recharge & bill payments,TOTAL,678079,244739382.20701855
goa,2020,Q1,Merchant payments,TOTAL,373110,298421548.1046571
goa,2020,Q1,Financial Services,TOTAL,1762,1816477.569247236
goa,2020,Q1,Others,TOTAL,11088,13707055.389155574
goa,2020,Q2,Recharge & bill payments,TOTAL,758617,241196540.9379891
goa,2020,Q2,Peer-to-peer payments,TOTAL,493326,1766723888.2025127
goa,2020,Q2,Merchant payments,TOTAL,221358,168591711.94693565
goa,2020,Q2,Financial Services,TOTAL,3081,3328361.317987765
goa,2020,Q2,Others,TOTAL,5710,3775927.611346662
goa,2020,Q3,Peer-to-peer payments,TOTAL,759351,2723430713.3444066
goa,2020,Q3,Recharge & bill payments,TOTAL,696770,280187505.0339355
goa,2020,Q3,Merchant payments,TOTAL,446880,353193881.4783259
goa,2020,Q3,Financial Services,TOTAL,4985,6418950.466847964
goa,2020,Q3,Others,TOTAL,7545,5112530.621144422
goa,2020,Q4,Peer-to-peer payments,TOTAL,1550251,5407626413.043346
goa,2020,Q4,Merchant payments,TOTAL,1389834,1123844212.517182
goa,2020,Q4,Recharge & bill payments,TOTAL,839199,345088772.3784919
goa,2020,Q4,Financial Services,TOTAL,7287,10386560.386677971
goa,2020,Q4,Others,TOTAL,14810,12846789.254236266
goa,2021,Q1,Peer-to-peer payments,TOTAL,2235456,7553384653.1682
goa,2021,Q1,Merchant payments,TOTAL,2195509,1768358976.7158575
goa,2021,Q1,Recharge & bill payments,TOTAL,880682,410604192.7268899
goa,2021,Q1,Financial Services,TOTAL,8138,12207778.148638733
goa,2021,Q1,Others,TOTAL,11764,12687278.26183929
goa,2021,Q2,Merchant payments,TOTAL,1869384,1411529033.6650195
goa,2021,Q2,Peer-to-peer payments,TOTAL,1866837,6195032351.177256
goa,2021,Q2,Recharge & bill payments,TOTAL,953219,383804809.3560881
goa,2021,Q2,Financial Services,TOTAL,8303,12371843.844825167
goa,2021,Q2,Others,TOTAL,12392,10115549.032816991
goa,2021,Q3,Merchant payments,TOTAL,2865625,2143135314.897931
goa,2021,Q3,Peer-to-peer payments,TOTAL,2560305,7871092673.137299
goa,2021,Q3,Recharge & bill payments,TOTAL,1017351,438838003.2298237
goa,2021,Q3,Financial Services,TOTAL,8337,12943224.07382146
goa,2021,Q3,Others,TOTAL,16145,12416377.597493527
goa,2021,Q4,Merchant payments,TOTAL,5474662,4384250602.937038
goa,2021,Q4,Peer-to-peer payments,TOTAL,4408822,13618351952.666094
goa,2021,Q4,Recharge & bill payments,TOTAL,1170180,585734312.4063727
goa,2021,Q4,Financial Services,TOTAL,11320,17101084.66037453
goa,2021,Q4,Others,TOTAL,23775,21819163.1997744
goa,2022,Q1,Merchant payments,TOTAL,6364271,4682000388.389215
goa,2022,Q1,Peer-to-peer payments,TOTAL,4640380,14449830641.555716
goa,2022,Q1,Recharge & bill payments,TOTAL,1177071,646403472.1135541
goa,2022,Q1,Financial Services,TOTAL,11677,17490493.19245399
goa,2022,Q1,Others,TOTAL,20699,20720407.595174044
goa,2022,Q2,Merchant payments,TOTAL,7812998,5736211013.6866455
goa,2022,Q2,Peer-to-peer payments,TOTAL,5097942,16372343177.228306
goa,2022,Q2,Recharge & bill payments,TOTAL,1279377,738765635.2807853
goa,2022,Q2,Financial Services,TOTAL,10666,13192736.02810038
goa,2022,Q2,Others,TOTAL,15071,12525197.296362752
goa,2022,Q3,Merchant payments,TOTAL,7595135,5112175255.359402
goa,2022,Q3,Peer-to-peer payments,TOTAL,4449008,13780955270.352726
goa,2022,Q3,Recharge & bill payments,TOTAL,1122869,657115143.5357426
goa,2022,Q3,Financial Services,TOTAL,9992,12650738.420843877
goa,2022,Q3,Others,TOTAL,11683,11368868.03761505
goa,2022,Q4,Merchant payments,TOTAL,10319138,6739205748.43176
goa,2022,Q4,Peer-to-peer payments,TOTAL,5652373,17421974714.962345
goa,2022,Q4,Recharge & bill payments,TOTAL,1195865,734121700.6400625
goa,2022,Q4,Financial Services,TOTAL,12147,15705663.126967767
goa,2022,Q4,Others,TOTAL,13151,13978544.178016864
goa,2023,Q1,Merchant payments,TOTAL,14273665,9074816758.0
goa,2023,Q1,Peer-to-peer payments,TOTAL,8071768,24773922296.0
goa,2023,Q1,Recharge & bill payments,TOTAL,1816029,1197558557.0
goa,2023,Q1,Financial Services,TOTAL,16209,32648574.0
goa,2023,Q1,Others,TOTAL,17399,18019590.0
goa,2023,Q2,Merchant payments,TOTAL,15990744,10146039934.0
goa,2023,Q2,Peer-to-peer payments,TOTAL,8589659,26985284919.0
goa,2023,Q2,Recharge & bill payments,TOTAL,1917200,1239783487.0
goa,2023,Q2,Financial Services,TOTAL,17352,25141843.0
goa,2023,Q2,Others,TOTAL,15635,15956760.0
gujarat,2018,Q1,Recharge & bill payments,TOTAL,3691952,878929080.9916563
gujarat,2018,Q1,Peer-to-peer payments,TOTAL,1738974,6318864759.888066
gujarat,2018,Q1,Merchant payments,TOTAL,145436,166036667.57089135
gujarat,2018,Q1,Financial Services,TOTAL,122117,27986679.009713165
gujarat,2018,Q1,Others,TOTAL,250296,186165067.5737218
gujarat,2018,Q2,Recharge & bill payments,TOTAL,4643367,1571880396.377953
gujarat,2018,Q2,Peer-to-peer payments,TOTAL,2483231,10009680530.386889
gujarat,2018,Q2,Merchant payments,TOTAL,275503,356984574.1205573
gujarat,2018,Q2,Financial Services,TOTAL,140704,38598263.22838031
gujarat,2018,Q2,Others,TOTAL,202928,185541007.527258
gujarat,2018,Q3,Peer-to-peer payments,TOTAL,5287200,15272745137.759302
gujarat,2018,Q3,Recharge & bill payments,TOTAL,5117168,1938041688.9678533
gujarat,2018,Q3,Merchant payments,TOTAL,573440,466209496.8015112
gujarat,2018,Q3,Financial Services,TOTAL,136468,24930605.607339725
gujarat,2018,Q3,Others,TOTAL,219873,164477497.1394802
gujarat,2018,Q4,Peer-to-peer payments,TOTAL,6488202,21207285184.780197
gujarat,2018,Q4,Recharge & bill payments,TOTAL,6138404,2297332323.081528
gujarat,2018,Q4,Merchant payments,TOTAL,1656377,1088373316.0580251
gujarat,2018,Q4,Financial Services,TOTAL,133915,30699273.16507
gujarat,2018,Q4,Others,TOTAL,316405,207297005.69778407
gujarat,2019,Q1,Peer-to-peer payments,TOTAL,13465044,31231285551.30865
gujarat,2019,Q1,Recharge & bill payments,TOTAL,8595256,3104251732.6516943
gujarat,2019,Q1,Merchant payments,TOTAL,2493340,1296376125.175279
gujarat,2019,Q1,Financial Services,TOTAL,114539,19581520.569400217
gujarat,2019,Q1,Others,TOTAL,323272,204585378.77191535
gujarat,2019,Q2,Peer-to-peer payments,TOTAL,12547493,41853661230.46585
gujarat,2019,Q2,Recharge & bill payments,TOTAL,10434449,4651874823.428602
gujarat,2019,Q2,Merchant payments,TOTAL,5486791,2526448415.3585706
gujarat,2019,Q2,Financial Services,TOTAL,70502,17349813.389733132
gujarat,2019,Q2,Others,TOTAL,442607,271280936.6247084
gujarat,2019,Q3,Peer-to-peer payments,TOTAL,14529353,49206585462.018684
gujarat,2019,Q3,Merchant payments,TOTAL,11788077,4211116461.2911887
gujarat,2019,Q3,Recharge & bill payments,TOTAL,11349625,5768100024.478059
gujarat,2019,Q3,Financial Services,TOTAL,78609,20507001.233050577
gujarat,2019,Q3,Others,TOTAL,482985,256386015.2468172
gujarat,2019,Q4,Peer-to-peer payments,TOTAL,19107911,64477452638.7778
gujarat,2019,Q4,Recharge & bill payments,TOTAL,12967713,6517891166.722656
gujarat,2019,Q4,Merchant payments,TOTAL,9964076,5480269119.720948
gujarat,2019,Q4,Financial Services,TOTAL,63498,20202767.26414788
gujarat,2019,Q4,Others,TOTAL,444434,194846362.42851496
gujarat,2020,Q1,Peer-to-peer payments,TOTAL,19068093,72393727235.07784
gujarat,2020,Q1,Recharge & bill payments,TOTAL,15648472,7197595156.690899
gujarat,2020,Q1,Merchant payments,TOTAL,12191478,7210758662.281933
gujarat,2020,Q1,Financial Services,TOTAL,50753,27460255.45966168
gujarat,2020,Q1,Others,TOTAL,367621,165535312.39278784
gujarat,2020,Q2,Recharge & bill payments,TOTAL,19971660,8322688556.990006
gujarat,2020,Q2,Peer-to-peer payments,TOTAL,17569398,64723140394.22913
gujarat,2020,Q2,Merchant payments,TOTAL,9645967,7196610931.561442
gujarat,2020,Q2,Financial Services,TOTAL,59617,53132341.3050082
gujarat,2020,Q2,Others,TOTAL,173543,92274135.40504412
gujarat,2020,Q3,Peer-to-peer payments,TOTAL,23130724,89142122337.25531
gujarat,2020,Q3,Merchant payments,TOTAL,18338969,12749796641.785404
gujarat,2020,Q3,Recharge & bill payments,TOTAL,17481357,9820654243.80882
gujarat,2020,Q3,Financial Services,TOTAL,92278,84723188.62104335
gujarat,2020,Q3,Others,TOTAL,246851,124456073.24163358
gujarat,2020,Q4,Peer-to-peer payments,TOTAL,29967258,116743230330.36208
gujarat,2020,Q4,Merchant payments,TOTAL,28430460,20844321156.65293
gujarat,2020,Q4,Recharge & bill payments,TOTAL,18943669,10441981826.080866
gujarat,2020,Q4,Financial Services,TOTAL,113371,120056733.8865249
gujarat,2020,Q4,Others,TOTAL,373789,243470065.45681775
gujarat,2021,Q1,Peer-to-peer payments,TOTAL,36427493,144818968373.02933
gujarat,2021,Q1,Merchant payments,TOTAL,35815382,26512643894.003174
gujarat,2021,Q1,Recharge & bill payments,TOTAL,22088838,11996115292.377842
gujarat,2021,Q1,Financial Services,TOTAL,126380,137612317.73580322
gujarat,2021,Q1,Others,TOTAL,316472,235440836.3042438
gujarat,2021,Q2,Merchant payments,TOTAL,42593432,33542305033.829502
gujarat,2021,Q2,Peer-to-peer payments,TOTAL,41642387,162483567902.30194
gujarat,2021,Q2,Recharge & bill payments,TOTAL,27127405,13750783181.94422
gujarat,2021,Q2,Financial Services,TOTAL,128647,136119996.7022825
gujarat,2021,Q2,Others,TOTAL,349525,249278437.33914095
gujarat,2021,Q3,Merchant payments,TOTAL,62934471,48197579736.51646
gujarat,2021,Q3,Peer-to-peer payments,TOTAL,56134212,208013326600.624
gujarat,2021,Q3,Recharge & bill payments,TOTAL,29580901,15945997372.058683
gujarat,2021,Q3,Financial Services,TOTAL,125167,163304131.1436523
gujarat,2021,Q3,Others,TOTAL,473656,304418273.24545926
gujarat,2021,Q4,Merchant payments,TOTAL,84846502,68717933161.8696
gujarat,2021,Q4,Peer-to-peer payments,TOTAL,67301686,254338740726.63605
gujarat,2021,Q4,Recharge & bill payments,TOTAL,30072479,18739034341.66239
gujarat,2021,Q4,Financial Services,TOTAL,175393,209214620.7057898
gujarat,2021,Q4,Others,TOTAL,591265,377657202.7539646
gujarat,2022,Q1,Merchant payments,TOTAL,101648378,79563412221.78397
gujarat,2022,Q1,Peer-to-peer payments,TOTAL,77768758,292439274688.30835
gujarat,2022,Q1,Recharge & bill payments,TOTAL,30473298,20042066374.66357
gujarat,2022,Q1,Financial Services,TOTAL,160423,187077879.3846649
gujarat,2022,Q1,Others,TOTAL,496289,316261089.4073821
gujarat,2022,Q2,Merchant payments,TOTAL,131610193,95585623258.23604
gujarat,2022,Q2,Peer-to-peer payments,TOTAL,86423696,326945780476.59766
gujarat,2022,Q2,Recharge & bill payments,TOTAL,33424931,23844933238.40894
gujarat,2022,Q2,Financial Services,TOTAL,125180,142685436.4192669
gujarat,2022,Q2,Others,TOTAL,468796,278978567.1836352
gujarat,2022,Q3,Merchant payments,TOTAL,161264265,109018764232.99393
gujarat,2022,Q3,Peer-to-peer payments,TOTAL,103034790,359338045092.0105
gujarat,2022,Q3,Recharge & bill payments,TOTAL,38383683,28649040040.502144
gujarat,2022,Q3,Financial Services,TOTAL,152053,162173602.84596294
gujarat,2022,Q3,Others,TOTAL,404941,269479241.0969004
gujarat,2022,Q4,Merchant payments,TOTAL,186533503,125585214989.03008
gujarat,2022,Q4,Peer-to-peer payments,TOTAL,114868478,411053364214.2685
gujarat,2022,Q4,Recharge & bill payments,TOTAL,39167297,30789927498.953297
gujarat,2022,Q4,Financial Services,TOTAL,179101,194314203.00804448
gujarat,2022,Q4,Others,TOTAL,407639,295484431.2780074
gujarat,2023,Q1,Merchant payments,TOTAL,199359623,123421554216.0
gujarat,2023,Q1,Peer-to-peer payments,TOTAL,120907384,436337923470.0
gujarat,2023,Q1,Recharge & bill payments,TOTAL,41649002,37570733166.0
gujarat,2023,Q1,Financial Services,TOTAL,180163,200278806.0
gujarat,2023,Q1,Others,TOTAL,415154,295699148.0
gujarat,2023,Q2,Merchant payments,TOTAL,239396654,135256737974.0
gujarat,2023,Q2,Peer-to-peer payments,TOTAL,132035120,470150906708.0
gujarat,2023,Q2,Recharge & bill payments,TOTAL,44902296,39506073738.0
gujarat,2023,Q2,Financial Services,TOTAL,191053,225104195.0
gujarat,2023,Q2,Others,TOTAL,397430,268385910.0
haryana,2018,Q1,Recharge & bill payments,TOTAL,2368002,535578755.0794512
haryana,2018,Q1,Peer-to-peer payments,TOTAL,1607193,5814807510.68666
haryana,2018,Q1,Merchant payments,TOTAL,167816,173513595.3537558
haryana,2018,Q1,Financial Services,TOTAL,128636,27501068.01412632
haryana,2018,Q1,Others,TOTAL,209123,242110585.52640373
haryana,2018,Q2,Recharge & bill payments,TOTAL,3054284,984897276.651981
haryana,2018,Q2,Peer-to-peer payments,TOTAL,2388953,9745924809.851494
haryana,2018,Q2,Merchant payments,TOTAL,369916,334118261.45344114
haryana,2018,Q2,Financial Services,TOTAL,167570,38145882.44180386
haryana,2018,Q2,Others,TOTAL,170208,217328211.71769944
haryana,2018,Q3,Peer-to-peer payments,TOTAL,3753981,14429454356.345787
haryana,2018,Q3,Recharge & bill payments,TOTAL,3203386,1310467515.0605886
haryana,2018,Q3,Merchant payments,TOTAL,1003057,427387637.9335371
haryana,2018,Q3,Financial Services,TOTAL,100452,17323790.814170156
haryana,2018,Q3,Others,TOTAL,201148,190505707.4736181
haryana,2018,Q4,Peer-to-peer payments,TOTAL,5905032,22416919746.93868
haryana,2018,Q4,Recharge & bill payments,TOTAL,4116262,1671040703.7317612
haryana,2018,Q4,Merchant payments,TOTAL,2413446,1013407379.8963096
haryana,2018,Q4,Financial Services,TOTAL,120711,22252543.62175617
haryana,2018,Q4,Others,TOTAL,394732,267255642.26742023
haryana,2019,Q1,Peer-to-peer payments,TOTAL,12622225,30283578836.61907
haryana,2019,Q1,Recharge & bill payments,TOTAL,5576577,2202061874.536176
haryana,2019,Q1,Merchant payments,TOTAL,3361995,1292375556.3150868
haryana,2019,Q1,Financial Services,TOTAL,101786,15201736.002431491
haryana,2019,Q1,Others,TOTAL,473192,258437718.15887585
haryana,2019,Q2,Peer-to-peer payments,TOTAL,10387562,37056084813.57578
haryana,2019,Q2,Recharge & bill payments,TOTAL,5902923,2838724048.0896106
haryana,2019,Q2,Merchant payments,TOTAL,5738283,2292901816.1432047
haryana,2019,Q2,Financial Services,TOTAL,57488,12080285.227121718
haryana,2019,Q2,Others,TOTAL,655560,301748850.1804938
haryana,2019,Q3,Peer-to-peer payments,TOTAL,11775288,43738290119.9285
haryana,2019,Q3,Merchant payments,TOTAL,9386779,3615636827.8118167
haryana,2019,Q3,Recharge & bill payments,TOTAL,8289987,4817098564.823641
haryana,2019,Q3,Financial Services,TOTAL,61503,16715100.880217994
haryana,2019,Q3,Others,TOTAL,829974,301378585.9978597
haryana,2019,Q4,Peer-to-peer payments,TOTAL,15729819,58242027266.14443
haryana,2019,Q4,Merchant payments,TOTAL,11615667,5253780278.236426
haryana,2019,Q4,Recharge & bill payments,TOTAL,9648003,5637358525.756194
haryana,2019,Q4,Financial Services,TOTAL,41688,13756049.144287623
haryana,2019,Q4,Others,TOTAL,790808,212797749.81994924
haryana,2020,Q1,Peer-to-peer payments,TOTAL,17728235,68367245528.07149
haryana,2020,Q1,Merchant payments,TOTAL,14327020,7075196609.224878
haryana,2020,Q1,Recharge & bill payments,TOTAL,11346112,6331682016.516322
haryana,2020,Q1,Financial Services,TOTAL,34488,25266730.1883267
haryana,2020,Q1,Others,TOTAL,600232,176823674.24305555
haryana,2020,Q2,Peer-to-peer payments,TOTAL,17334369,66645492690.67839
haryana,2020,Q2,Recharge & bill payments,TOTAL,12740328,6547618491.532405
haryana,2020,Q2,Merchant payments,TOTAL,11527654,7393393677.758501
haryana,2020,Q2,Financial Services,TOTAL,48759,49209527.29146181
haryana,2020,Q2,Others,TOTAL,129940,75550536.67993587
haryana,2020,Q3,Peer-to-peer payments,TOTAL,24123449,88796356487.11024
haryana,2020,Q3,Merchant payments,TOTAL,20845136,12141560866.982178
haryana,2020,Q3,Recharge & bill payments,TOTAL,12716319,8452802892.504496
haryana,2020,Q3,Financial Services,TOTAL,66457,80854296.9304013
haryana,2020,Q3,Others,TOTAL,186818,96375902.20346308
haryana,2020,Q4,Merchant payments,TOTAL,34063692,21382305452.06797
haryana,2020,Q4,Peer-to-peer payments,TOTAL,33920789,128613933346.85509
haryana,2020,Q4,Recharge & bill payments,TOTAL,14682896,9675471300.731651
haryana,2020,Q4,Financial Services,TOTAL,84881,103265693.75364488
haryana,2020,Q4,Others,TOTAL,419181,223528573.1334415
haryana,2021,Q1,Merchant payments,TOTAL,39363588,23389100227.155342
haryana,2021,Q1,Peer-to-peer payments,TOTAL,36764622,135970636784.61836
haryana,2021,Q1,Recharge & bill payments,TOTAL,13680353,9260346909.440674
haryana,2021,Q1,Financial Services,TOTAL,79784,99672809.99228218
haryana,2021,Q1,Others,TOTAL,364437,218544351.22172093
haryana,2021,Q2,Merchant payments,TOTAL,45335533,29119078263.957985
haryana,2021,Q2,Peer-to-peer payments,TOTAL,44086559,161073685336.6668
haryana,2021,Q2,Recharge & bill payments,TOTAL,15861047,9839496894.971409
haryana,2021,Q2,Financial Services,TOTAL,85821,97238136.09517692
haryana,2021,Q2,Others,TOTAL,311896,227855606.99266592
haryana,2021,Q3,Merchant payments,TOTAL,66885213,40190922826.60629
haryana,2021,Q3,Peer-to-peer payments,TOTAL,55929958,188548678300.5247
haryana,2021,Q3,Recharge & bill payments,TOTAL,17087955,11681457468.964512
haryana,2021,Q3,Financial Services,TOTAL,77496,116592181.4699728
haryana,2021,Q3,Others,TOTAL,479071,289441481.64370304
haryana,2021,Q4,Merchant payments,TOTAL,84993587,56325102920.50671
haryana,2021,Q4,Peer-to-peer payments,TOTAL,66548306,238638993818.09595
